title_theme,title_index,author,theme,cycle,collection,mss_ff,mss,ff,page,mss_index
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,egerton,egerton 1069,egerton 1069,,874,egerton 1069
roman de la rose,roman de la rose,guillaume de lorris and jean de meung,allegorical and didactic romance,,egerton,egerton 2022,egerton 2022,,874,egerton 2022
chemin de vaillance,le chemin de vaillance,jean de courcy,allegorical and didactic romance,,royal,14. e. ii. ff. 1-293,14. e. ii.,ff. 1-293,895,royal 14. e. ii. ff. 1-293
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,royal,16. f. v. ff. 1-113 b,16. f. v.,ff. 1-113 b,903,royal 16. f. v. ff. 1-113 b
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 1121. ff. 1-140,harley 1121.,ff. 1-140,903,harley 1121. ff. 1-140
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4294. ff. 1-79 b,harley 4294.,ff. 1-79 b,903,harley 4294. ff. 1-79 b
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4361,harley 4361,,903,harley 4361
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4417. ff. 1-141 b,harley 4417.,ff. 1-141 b,903,harley 4417. ff. 1-141 b
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,harley,harley 4486. ff. 69-146,harley 4486.,ff. 69-146,903,harley 4486. ff. 69-146
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,lansdowne,lansdowne 793,lansdowne 793,,903,lansdowne 793
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,sloane,sloane 2232,sloane 2232,,903,sloane 2232
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,additional,"add. 10,286. ff. 2-114","add. 10,286.",ff. 2-114,903,"additional add. 10,286. ff. 2-114"
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,additional,"add. 16,563","add. 16,563",,903,"additional add. 16,563"
sydrac and boctus,sydrac and boctus,,allegorical and didactic romance,,additional,"add. 17,914","add. 17,914",,903,"additional add. 17,914"
livre de l'ordre de chevalerie,livre de l'ordre de chevalerie,,allegorical and didactic romance,,royal,14. e. ii. ff. 337-353 b,14. e. ii.,ff. 337-353 b,922,royal 14. e. ii. ff. 337-353 b
roman de troie,roman de troie,benoit de sainte-more,appendix,,harley,harley 4482,harley 4482,,924,harley 4482
roman de troie,roman de troie,benoit de sainte-more,appendix,,additional,add. 30863,add. 30863,,924,additional add. 30863
voeux du paon,voeux du paon,,appendix,,harley,harley 3992,harley 3992,,926,harley 3992
voeux du paon,voeux du paon,,appendix,,arundel,arundel 230 ff. 181 b,arundel 230,ff. 181 b,926,arundel 230 ff. 181 b
voeux du paon,voeux du paon,,appendix,,additional,"add. 16,956","add. 16,956",,926,"additional add. 16,956"
voeux du paon,voeux du paon,,appendix,,additional,add. 30864,add. 30864,,926,additional add. 30864
titus and vespasian,titus and vespasian,,appendix,,royal,16. e. viii. ff. 73-102 b,16. e. viii.,ff. 73-102 b,928,royal 16. e. viii. ff. 73-102 b
titus and vespasian,titus and vespasian,,appendix,,cotton,caligula a. ii. ff. 111-125,caligula a. ii.,ff. 111-125,928,cotton caligula a. ii. ff. 111-125
titus and vespasian,titus and vespasian,,appendix,,cotton,vespasian e. xvi. ff. 70-75 b,vespasian e. xvi.,ff. 70-75 b,928,cotton vespasian e. xvi. ff. 70-75 b
titus and vespasian,titus and vespasian,,appendix,,additional,"add. 10,038. ff. 2-81 b","add. 10,038.",ff. 2-81 b,928,"additional add. 10,038. ff. 2-81 b"
titus and vespasian,titus and vespasian,,appendix,,additional,"add. 10,289. ff. 82-121","add. 10,289.",ff. 82-121,928,"additional add. 10,289. ff. 82-121"
titus and vespasian,titus and vespasian,,appendix,,additional,add. 31042 ff 50-66,add. 31042,ff50-66,928,additional add. 31042 ff 50-66
athis et profilias,roman d'athis et profilas,,appendix,,additional,"add. 16,441","add. 16,441",,929,"additional add. 16,441"
athis et profilias,roman d'athis et profilas,,appendix,,additional,"add. 16,441","add. 16,441",,929,"additional add. 16,441"
titurel,titurel,albrecht von scharfenberg,appendix,,additional,add. 30984,add. 30984,,932,additional add. 30984
havelok,havelok,,appendix,,royal,13. a. xxi. ff. 113-117 b,13. a. xxi.,ff. 113-117 b,940,royal 13. a. xxi. ff. 113-117 b
havelok,havelok,,appendix,,royal,13. a. xxi. ff. 113-117 b,13. a. xxi.,ff. 113-117 b,940,royal 13. a. xxi. ff. 113-117 b
"life of harold, king of england","life of harold, king of england",,appendix,,harley,harley 3776. ff. 1-24 b,harley 3776.,ff. 1-24 b,941,harley 3776. ff. 1-24 b
richard coeur-de-lion,richard coeur-de-lion,,appendix,,additional,add. 31042 ff 125-163 b,add. 31042,ff125-163 b,944,additional add. 31042 ff 125-163 b
turpin's chronicle,turpin's chronicle,,appendix,,royal,4. c. xi. ff. 280-286 b,4. c. xi.,ff. 280-286 b,950,royal 4. c. xi. ff. 280-286 b
turpin's chronicle,turpin's chronicle,,appendix,,royal,13. d. i. ff. 212 b-222,13. d. i.,ff. 212 b-222,950,royal 13. d. i. ff. 212 b-222
turpin's chronicle,turpin's chronicle,,appendix,,cotton,caligula b. vii. ff. 192-203 b,caligula b. vii.,ff. 192-203 b,950,cotton caligula b. vii. ff. 192-203 b
turpin's chronicle,turpin's chronicle,,appendix,,cotton,nero a. xi. ff. 8-63,nero a. xi.,ff. 8-63,950,cotton nero a. xi. ff. 8-63
turpin's chronicle,turpin's chronicle,,appendix,,cotton,nero a. xi. ff. 8-63,nero a. xi.,ff. 8-63,950,cotton nero a. xi. ff. 8-63
turpin's chronicle,turpin's chronicle,,appendix,,cotton,vespasian a. xiii. ff. 94-114 b,vespasian a. xiii.,ff. 94-114 b,950,cotton vespasian a. xiii. ff. 94-114 b
turpin's chronicle,turpin's chronicle,,appendix,,cotton,titus a. xix. ff. 24-43,titus a. xix.,ff. 24-43,950,cotton titus a. xix. ff. 24-43
turpin's chronicle,turpin's chronicle,,appendix,,harley,harley 108. ff. 4 b-31 b,harley 108.,ff. 4 b-31 b,950,harley 108. ff. 4 b-31 b
turpin's chronicle,turpin's chronicle,,appendix,,harley,harley 273. ff. 86-102 b,harley 273.,ff. 86-102 b,950,harley 273. ff. 86-102 b
turpin's chronicle,turpin's chronicle,,appendix,,harley,harley 2361. ff. 138-139 b,harley 2361.,ff. 138-139 b,950,harley 2361. ff. 138-139 b
turpin's chronicle,turpin's chronicle,,appendix,,harley,harley 2500. ff. 139-155,harley 2500.,ff. 139-155,950,harley 2500. ff. 139-155
turpin's chronicle,turpin's chronicle,,appendix,,harley,harley 3043. ff. 17-31,harley 3043.,ff. 17-31,950,harley 3043. ff. 17-31
turpin's chronicle,turpin's chronicle,,appendix,,harley,harley 6358. ff. 60-83,harley 6358.,ff. 60-83,950,harley 6358. ff. 60-83
turpin's chronicle,turpin's chronicle,,appendix,,arundel,arundel 220. ff. 284-298 b,arundel 220.,ff. 284-298 b,950,arundel 220. ff. 284-298 b
turpin's chronicle,turpin's chronicle,,appendix,,additional,add. 6924. ff. 297-303,add. 6924.,ff. 297-303,950,additional add. 6924. ff. 297-303
turpin's chronicle,turpin's chronicle,,appendix,,additional,"add. 12,213. ff. 1-184 b","add. 12,213.",ff. 1-184 b,950,"additional add. 12,213. ff. 1-184 b"
turpin's chronicle,turpin's chronicle,,appendix,,additional,"add. 17,920. ff. 6 b-19 b","add. 17,920.",ff. 6 b-19 b,950,"additional add. 17,920. ff. 6 b-19 b"
turpin's chronicle,turpin's chronicle,,appendix,,additional,"add. 19,513. ff. 141-163","add. 19,513.",ff. 141-163,950,"additional add. 19,513. ff. 141-163"
itinerary to compostella,"tinctoris, compostella",,appendix,,additional,"add. 12,213. ff. 160 b-181 b","add. 12,213.",ff. 160 b-181 b,951,"additional add. 12,213. ff. 160 b-181 b"
siege of milan and sir otuel,,,appendix,,,,,,953,
,historia regum britanniae,,,,royal,4. c. xi. ff. 222-249,4. c. xi.,ff. 222-249,227,royal 4. c. xi. ff. 222-249
,historia regum britanniae,,,,royal,13. a. iii. ff. 1-133,13. a. iii.,ff. 1-133,237,royal 13. a. iii. ff. 1-133
,historia regum britanniae,,,,royal,13. a. v. ff. 99-161 b,13. a. v.,ff. 99-161 b,237,royal 13. a. v. ff. 99-161 b
,historia regum britanniae,,,,royal,13. d. i. ff. 175-212 b,13. d. i.,ff. 175-212 b,248,royal 13. d. i. ff. 175-212 b
,historia regum britanniae,,,,royal,13. d. ii. ff. 124-173 b,13. d. ii.,ff. 124-173 b,228,royal 13. d. ii. ff. 124-173 b
,historia regum britanniae,,,,royal,13. d. v. ff. 1-37 b,13. d. v.,ff. 1-37 b,229,royal 13. d. v. ff. 1-37 b
,historia regum britanniae,,,,cotton,nero d. viii. ff. 3-63,nero d. viii.,ff. 3-63,230,cotton nero d. viii. ff. 3-63
,historia regum britanniae,,,,cotton,galba e. xi. ff. 2-58 b,galba e. xi.,ff. 2-58 b,239,cotton galba e. xi. ff. 2-58 b
,historia regum britanniae,,,,cotton,vespasian a. xxiii. ff. 4-106 b,vespasian a. xxiii.,ff. 4-106 b,241,cotton vespasian a. xxiii. ff. 4-106 b
,historia regum britanniae,,,,cotton,vespasian e. x. ff. 271-368 b,vespasian e. x.,ff. 271-368 b,242,cotton vespasian e. x. ff. 271-368 b
,historia regum britanniae,,,,cotton,titus a. xviii. ff. 13-82,titus a. xviii.,ff. 13-82,243,cotton titus a. xviii. ff. 13-82
,historia regum britanniae,,,,cotton,titus a. xxv. ff. 105-116 b,titus a. xxv.,ff. 105-116 b,244,cotton titus a. xxv. ff. 105-116 b
,historia regum britanniae,,,,cotton,titus a. xxvii. ff. 1 b-87,titus a. xxvii.,ff. 1 b-87,231,cotton titus a. xxvii. ff. 1 b-87
,historia regum britanniae,,,,cotton,titus c. xvii.,titus c. xvii.,,203,cotton titus c. xvii.
,historia regum britanniae,,,,cotton,cleopatra d. viii. ff. 8-94,cleopatra d. viii.,ff. 8-94,249,cotton cleopatra d. viii. ff. 8-94
,historia regum britanniae,,,,harley,harley 225. ff. 3-78,harley 225.,ff. 3-78,222,harley 225. ff. 3-78
,historia regum britanniae,,,,harley,harley 536. ff. 58-61,harley 536.,ff. 58-61,226,harley 536. ff. 58-61
,historia regum britanniae,,,,harley,harley 3773. ff. 7-57,harley 3773.,ff. 7-57,223,harley 3773. ff. 7-57
,historia regum britanniae,,,,harley,harley 4003. ff. 81-141 b,harley 4003.,ff. 81-141 b,244,harley 4003. ff. 81-141 b
,historia regum britanniae,,,,harley,harley 4123. ff. 2-49 b,harley 4123.,ff. 2-49 b,236,harley 4123. ff. 2-49 b
,historia regum britanniae,,,,harley,harley 5115. ff. 87-150,harley 5115.,ff. 87-150,245,harley 5115. ff. 87-150
,historia regum britanniae,,,,harley,harley 6358. ff. 2-58 b,harley 6358.,ff. 2-58 b,235,harley 6358. ff. 2-58 b
,historia regum britanniae,,,,lansdowne,lansdowne 732. ff. 1-68 b,lansdowne 732.,ff. 1-68 b,233,lansdowne 732. ff. 1-68 b
,historia regum britanniae,,,,arundel,arundel 10,arundel 10,,224,arundel 10
,historia regum britanniae,,,,arundel,arundel 237,arundel 237,,241,arundel 237
,historia regum britanniae,,,,arundel,arundel 319. ff. 16-97 b,arundel 319.,ff. 16-97 b,232,arundel 319. ff. 16-97 b
,historia regum britanniae,,,,arundel,arundel 326. ff. 63-122 b,arundel 326.,ff. 63-122 b,246,arundel 326. ff. 63-122 b
,historia regum britanniae,,,,arundel,arundel 403,arundel 403,,225,arundel 403
,historia regum britanniae,,,,arundel,arundel 409. ff. 54-77,arundel 409.,ff. 54-77,233,arundel 409. ff. 54-77
,historia regum britanniae,,,,sloane,sloane 289. ff. 120-133,sloane 289.,ff. 120-133,250,sloane 289. ff. 120-133
,historia regum britanniae,,,,additional,"add. 11,702. ff. 11-88","add. 11,702.",ff. 11-88,247,"additional add. 11,702. ff. 11-88"
,historia regum britanniae,,,,additional,"add. 15,732","add. 15,732",,234,"additional add. 15,732"
,prophecy of merlin silvester,,,,royal,5. f. xv. ff. 3 b,5. f. xv.,ff. 3 b,313,royal 5. f. xv. ff. 3 b
,prophecy of merlin silvester,,,,royal,"13. a. iii. ff. 135 b, 136",13. a. iii.,"ff. 135 b, 136",315,"royal 13. a. iii. ff. 135 b, 136"
,letters between alexander and dindimus,,,,royal,6. e. iii. ff. 111 b-112 b,6. e. iii.,ff. 111 b-112 b,138,royal 6. e. iii. ff. 111 b-112 b
,letters between alexander and dindimus,,,,royal,7. a. i. ff. 68 b-69 b,7. a. i.,ff. 68 b-69 b,137,royal 7. a. i. ff. 68 b-69 b
,prophecies of merlin,,,,royal,8. d. iii. ff. 160 b-163,8. d. iii.,ff. 160 b-163,297,royal 8. d. iii. ff. 160 b-163
,prophecies of merlin,,,,cotton,"julius a. v. ff. 5, 53-57b, 177 b-179, and 180-181 b",julius a. v.,"ff. 5, 53-57b, 177 b-179, and 180-181 b",299,"cotton julius a. v. ff. 5, 53-57b, 177 b-179, and 180-181 b"
,prophecies of merlin,,,,cotton,tiberius a. ix. ff. 2-6,tiberius a. ix.,ff. 2-6,295,cotton tiberius a. ix. ff. 2-6
,prophecies of merlin,,,,cotton,caligula b. vii. ff. 220 b-231 b,caligula b. vii.,ff. 220 b-231 b,296,cotton caligula b. vii. ff. 220 b-231 b
,prophecies of merlin,,,,cotton,nero a. iv. ff. 63-76 b,nero a. iv.,ff. 63-76 b,297,cotton nero a. iv. ff. 63-76 b
,prophecies of merlin,,,,cotton,cleopatra c. iv. ff. 74-122,cleopatra c. iv.,ff. 74-122,310,cotton cleopatra c. iv. ff. 74-122
,prophecies of merlin,,,,cotton,faustina a. viii. ff. 109 b-116,faustina a. viii.,ff. 109 b-116,292,cotton faustina a. viii. ff. 109 b-116
,prophecies of merlin,,,,arundel,arundel 66. ff. 267-268 b and 291 b,arundel 66.,ff. 267-268 b and 291 b,301,arundel 66. ff. 267-268 b and 291 b
,prophecies of merlin,,,,additional,add. 6924. ff. 73-124 and 164-,add. 6924.,ff. 73-124 and 164-,304,additional add. 6924. ff. 73-124 and 164-
,prophecy on scotland,,,,royal,9. b. ix. ff. 2,9. b. ix.,ff. 2,327,royal 9. b. ix. ff. 2
,alexander the great,,,,royal,12. c. iv. ff. 138-170,12. c. iv.,ff. 138-170,112,royal 12. c. iv. ff. 138-170
,alexander the great,,,,royal,13. a. i.,13. a. i.,,106,royal 13. a. i.
,alexander the great,,,,royal,13. a. v. ff. 2-23 b,13. a. v.,ff. 2-23 b,118,royal 13. a. v. ff. 2-23 b
,alexander the great,,,,royal,13. c. xii. ff. 82-109 b,13. c. xii.,ff. 82-109 b,122,royal 13. c. xii. ff. 82-109 b
,alexander the great,,,,royal,15. c. vi. ff. 102 b-130 b,15. c. vi.,ff. 102 b-130 b,110,royal 15. c. vi. ff. 102 b-130 b
,alexander the great,,,,royal,15. e. vi. ff. 4 b-24 b,15. e. vi.,ff. 4 b-24 b,129,royal 15. e. vi. ff. 4 b-24 b
,alexander the great,,,,royal,19. d. i. ff. 1-46,19. d. i.,ff. 1-46,123,royal 19. d. i. ff. 1-46
,alexander the great,,,,royal,20. a. v.,20. a. v.,,125,royal 20. a. v.
,alexander the great,,,,royal,20. b. xx.,20. b. xx.,,128,royal 20. b. xx.
,alexander the great,,,,cotton,nero d. viii. ff. 160-174 b,nero d. viii.,ff. 160-174 b,113,cotton nero d. viii. ff. 160-174 b
,alexander the great,,,,cotton,galba e. xi. ff. 111-125,galba e. xi.,ff. 111-125,115,cotton galba e. xi. ff. 111-125
,alexander the great,,,,cotton,cleopatra d. v. ff. 165 b-183,cleopatra d. v.,ff. 165 b-183,114,cotton cleopatra d. v. ff. 165 b-183
,alexander the great,,,,harley,harley 527. ff. 47-56 b,harley 527.,ff. 47-56 b,113,harley 527. ff. 47-56 b
,alexander the great,,,,harley,harley 2682. ff. 180-192,harley 2682.,ff. 180-192,109,harley 2682. ff. 180-192
,alexander the great,,,,harley,harley 4979,harley 4979,,127,harley 4979
,alexander the great,,,,harley,harley 5054. ff. 124 b-181,harley 5054.,ff. 124 b-181,119,harley 5054. ff. 124 b-181
,alexander the great,,,,arundel,arundel 123. ff. 43-71,arundel 123.,ff. 43-71,120,arundel 123. ff. 43-71
,alexander the great,,,,burney,burney 280. ff. 1-20 b,burney 280.,ff. 1-20 b,118,burney 280. ff. 1-20 b
,alexander the great,,,,sloane,sloane 1619. ff. 3-17 b,sloane 1619.,ff. 3-17 b,112,sloane 1619. ff. 3-17 b
,alexander the great,,,,sloane,sloane 1785. ff. 2-13,sloane 1785.,ff. 2-13,131,sloane 1785. ff. 2-13
,prophecy,,,,royal,12. c. xii. ff. 14-16 b,12. c. xii.,ff. 14-16 b,316,royal 12. c. xii. ff. 14-16 b
,amya and amylion,,,,royal,12. c. xii. ff. 69-76,12. c. xii.,ff. 69-76,674,royal 12. c. xii. ff. 69-76
,story of troy,,,,royal,12. d. iii. ff. 152 b-158,12. d. iii.,ff. 152 b-158,34,royal 12. d. iii. ff. 152 b-158
,story of troy,,,,royal,"13. a. iv. ff. 22 b-23 b, 76-81 b",13. a. iv.,"ff. 22 b-23 b, 76-81 b",27,"royal 13. a. iv. ff. 22 b-23 b, 76-81 b"
,prophecies of merlin silvester,,,,royal,13. e. ix. ff. 27,13. e. ix.,ff. 27,314,royal 13. e. ix. ff. 27
,prophecies of merlin silvester,,,,royal,"15. c. xvi. ff. 183 b, 184",15. c. xvi.,"ff. 183 b, 184",313,"royal 15. c. xvi. ff. 183 b, 184"
,prophecies of merlin silvester,,,,cotton,cotton appendix iv. ff. 102 b,cotton appendix iv.,ff. 102 b,315,cotton appendix iv. ff. 102 b
,guy of warwick and heraud of ardennes,,,,royal,15. e. vi. ff. 227-272,15. e. vi.,ff. 227-272,487,royal 15. e. vi. ff. 227-272
,knight of the swan,,,,royal,15. e. vi. ff. 273-292,15. e. vi.,ff. 273-292,708,royal 15. e. vi. ff. 273-292
,knight of the swan,,,,cotton,caligula a. ii. ff. 125 b-129 b,caligula a. ii.,ff. 125 b-129 b,710,cotton caligula a. ii. ff. 125 b-129 b
,voyage of charlemagne to jerusalem and constantinople,,,,royal,16. e. ff. 131-144 b,16. e.,ff. 131-144 b,625,royal 16. e. ff. 131-144 b
,recueil des histoires de troie,,,,royal,17. e. ii.,17. e. ii.,,64,royal 17. e. ii.
,sir launfal,,,,cotton,caligula a. ii. ff. 35 b-42 b,caligula a. ii.,ff. 35 b-42 b,416,cotton caligula a. ii. ff. 35 b-42 b
,prophecy of merlin,,,,cotton,caligula b. vii. ff. 210-213,caligula b. vii.,ff. 210-213,303,cotton caligula b. vii. ff. 210-213
,prophecy of merlin,,,,cotton,titus d. vii. ff. 26-36,titus d. vii.,ff. 26-36,301,cotton titus d. vii. ff. 26-36
,prophecy of merlin,,,,cotton,cleopatra c. iv. ff. 55 b and 66-68 b,cleopatra c. iv.,ff. 55 b and 66-68 b,298,cotton cleopatra c. iv. ff. 55 b and 66-68 b
,prophecy of merlin,,,,harley,harley 838. ff. 92-93 b,harley 838.,ff. 92-93 b,302,harley 838. ff. 92-93 b
,prophecy of merlin,,,,additional,"add. 25,014. ff. 119 b, col. 2","add. 25,014.","ff. 119 b, col. 2",292,"additional add. 25,014. ff. 119 b, col. 2"
,prophecies,,,,cotton,"claudius e. viii. ff. 1 b, 23",claudius e. viii.,"ff. 1 b, 23",317,"cotton claudius e. viii. ff. 1 b, 23"
,prophecies,,,,cotton,titus d. xix. ff. 118,titus d. xix.,ff. 118,319,cotton titus d. xix. ff. 118
,prophecies,,,,cotton,"faustina b. ix. ff. 241 b, 242",faustina b. ix.,"ff. 241 b, 242",319,"cotton faustina b. ix. ff. 241 b, 242"
,merlin's prophecy of the six kings,,,,cotton,"galba e. ix. ff. 49, 50",galba e. ix.,"ff. 49, 50",309,"cotton galba e. ix. ff. 49, 50"
,merlin's prophecy of the six kings,,,,harley,harley 746. ff. 1 b-3,harley 746.,ff. 1 b-3,309,harley 746. ff. 1 b-3
,lisamon's brut,,,,cotton,otho c. xiii.,otho c. xiii.,,271,cotton otho c. xiii.
,floyras and blanchefleur,,,,cotton,vitellius d. iii. ff. 6-8 b,vitellius d. iii.,ff. 6-8 b,716,cotton vitellius d. iii. ff. 6-8 b
,ipomodon,,,,cotton,vespasian a. vii. ff. 37-104,vespasian a. vii.,ff. 37-104,728,cotton vespasian a. vii. ff. 37-104
,lanval,,,,cotton,vespasian b. xiv. ff. 1-8 b,vespasian b. xiv.,ff. 1-8 b,415,cotton vespasian b. xiv. ff. 1-8 b
,fall of troy,,,,cotton,"vespasian b. xiv. ff. 18, 18 b",vespasian b. xiv.,"ff. 18, 18 b",31,"cotton vespasian b. xiv. ff. 18, 18 b"
,fall of troy,,,,cotton,cleopatra a. viii. ff. 56-58,cleopatra a. viii.,ff. 56-58,30,cotton cleopatra a. viii. ff. 56-58
,fall of troy,,,,harley,harley 3202. ff. 114 b-115 b,harley 3202.,ff. 114 b-115 b,32,harley 3202. ff. 114 b-115 b
,fall of troy and adventures of æneas,,,,cotton,vespasian b. xxiii. part iii. ff. 118 b-122 b,vespasian b. xxiii. part iii.,ff. 118 b-122 b,33,cotton vespasian b. xxiii. part iii. ff. 118 b-122 b
,two prophecies,,,,cotton,vespasian d. xviii. ff. 125 b-127* b,vespasian d. xviii.,ff. 125 b-127* b,325,cotton vespasian d. xviii. ff. 125 b-127* b
,"prophecies of merlin, etc.",,,,cotton,"vespasian e. vii. ff. 78-126, 129, 130",vespasian e. vii.,"ff. 78-126, 129, 130",320,"cotton vespasian e. vii. ff. 78-126, 129, 130"
,whole prophecy of scotland,,,,cotton,vespasian e. viii. ff. 16-29,vespasian e. viii.,ff. 16-29,337,cotton vespasian e. viii. ff. 16-29
,whole prophecy of scotland,,,,sloane,sloane 1802,sloane 1802,,334,sloane 1802
,story of troy and adventures of æneas,,,,cotton,titus a. xx. ff. 99-104,titus a. xx.,ff. 99-104,29,cotton titus a. xx. ff. 99-104
,brut y brenhinoedd,,,,cotton,cleopatra b. v. ff. 1-108 b,cleopatra b. v.,ff. 1-108 b,255,cotton cleopatra b. v. ff. 1-108 b
,"prophecy of the lily, the lion, and the son of man",,,,cotton,cleopatra d. iii. ff. 184,cleopatra d. iii.,ff. 184,318,cotton cleopatra d. iii. ff. 184
,"prophecy of the lily, the lion, and the son of man",,,,harley,harley 1008. ff. 81,harley 1008.,ff. 81,318,harley 1008. ff. 81
,four prophecies,,,,cotton,cotton roll ii. 23,cotton roll ii. 23,,324,cotton roll ii. 23
,political prophecies,,,,harley,"harley 559. ff. 1-13, 31-35, 39-48",harley 559.,"ff. 1-13, 31-35, 39-48",326,"harley 559. ff. 1-13, 31-35, 39-48"
,six fabliaux,,,,harley,"harley 2253. ff. 67 b, 107 b, 110, 115 b, 118, 122 b",harley 2253.,"ff. 67 b, 107 b, 110, 115 b, 118, 122 b",813,"harley 2253. ff. 67 b, 107 b, 110, 115 b, 118, 122 b"
,prophecy of thomas of erceldoune,,,,harley,"harley 2253. ff. 127, col. 2",harley 2253.,"ff. 127, col. 2",328,"harley 2253. ff. 127, col. 2"
,letter of dindimus to alexander the great,,,,harley,harley 2488. ff. 114-117 b,harley 2488.,ff. 114-117 b,139,harley 2488. ff. 114-117 b
,letter of dindimus to alexander the great,,,,arundel,"arundel 138. ff. 126, 126 b",arundel 138.,"ff. 126, 126 b",140,"arundel 138. ff. 126, 126 b"
,letter of dindimus to alexander the great,,,,sloane,sloane 3991. ff. 95-97,sloane 3991.,ff. 95-97,140,sloane 3991. ff. 95-97
,l'ordène de chevalerie,,,,harley,harley 4333. ff. 115-117 b,harley 4333.,ff. 115-117 b,810,harley 4333. ff. 115-117 b
,richard cœur-de-lion,,,,harley,harley 4690. ff. 106-115,harley 4690.,ff. 106-115,949,harley 4690. ff. 106-115
,prophecies taken from geoffrey of monmouth and others,,,,harley,harley 6148. ff. 86-98 b,harley 6148.,ff. 86-98 b,311,harley 6148. ff. 86-98 b
,kings of britain,,,,lansdowne,lansdowne 214. ff. 85-193,lansdowne 214.,ff. 85-193,251,lansdowne 214. ff. 85-193
,abridgement of historia trojana,,,,lansdowne,lansdowne 380. ff. 36-39 b,lansdowne 380.,ff. 36-39 b,59,lansdowne 380. ff. 36-39 b
,chanson de roland,,,,lansdowne,lansdowne 388. ff. 381-395 b,lansdowne 388.,ff. 381-395 b,631,lansdowne 388. ff. 381-395 b
,chanson d'aspremont,,,,lansdowne,lansdowne 782,lansdowne 782,,600,lansdowne 782
,"prophecies of merlin, gildas, and thomas of ercildoune",,,,arundel,arundel 57. ff. 4 b-11,arundel 57.,ff. 4 b-11,307,arundel 57. ff. 4 b-11
,life of robin hood,,,,sloane,sloane 780. ff. 46-48 b,sloane 780.,ff. 46-48 b,517,sloane 780. ff. 46-48 b
,collection of prophecies,,,,sloane,sloane 2578,sloane 2578,,333,sloane 2578
,five romantic tales,,,,additional,"add. 4857. ff. 89, 97 b, 110, 134, 139 b",add. 4857.,"ff. 89, 97 b, 110, 134, 139 b",841,"additional add. 4857. ff. 89, 97 b, 110, 134, 139 b"
,ívents saga,,,,additional,add. 4857. ff. 113 b-133 b,add. 4857.,ff. 113 b-133 b,393,additional add. 4857. ff. 113 b-133 b
,ívents saga,,,,additional,add. 4857. ff. 32-45 b,add. 4857.,ff. 32-45 b,393,additional add. 4857. ff. 32-45 b
,ívents saga,,,,additional,add. 4859. ff. 32-45 b,add. 4859.,ff. 32-45 b,394,additional add. 4859. ff. 32-45 b
,eight romantic tales,,,,additional,"add. 4859. ff. 10, 15, 142 b, 240, 313, 314, 344 b, 367",add. 4859.,"ff. 10, 15, 142 b, 240, 313, 314, 344 b, 367",843,"additional add. 4859. ff. 10, 15, 142 b, 240, 313, 314, 344 b, 367"
,eight romantic tales,,,,additional,"add. 4859. ff. 10, 15, 142 b, 240, 813, 314, 344 b, 367",add. 4859.,"ff. 10, 15, 142 b, 240, 813, 314, 344 b, 367",843,"additional add. 4859. ff. 10, 15, 142 b, 240, 813, 314, 344 b, 367"
,eight romantic tales,,,,additional,"add. 4860. ff. 1, 17, 29, 95, 273, 285, 293, 329",add. 4860.,"ff. 1, 17, 29, 95, 273, 285, 293, 329",846,"additional add. 4860. ff. 1, 17, 29, 95, 273, 285, 293, 329"
,parcevals saga and valvers þáttr,,,,additional,add. 4859. ff. 46-65 b,add. 4859.,ff. 46-65 b,395,additional add. 4859. ff. 46-65 b
,möttuls saga,,,,additional,add. 4859. ff. 75-81,add. 4859.,ff. 75-81,405,additional add. 4859. ff. 75-81
,partalópa saga,,,,additional,add. 4860. ff. 189-206,add. 4860.,ff. 189-206,707,additional add. 4860. ff. 189-206
,seven romantic tales,,,,additional,"add. 4863. ff. 25, 69, 119, 153, 181, 189, 229",add. 4863.,"ff. 25, 69, 119, 153, 181, 189, 229",847,"additional add. 4863. ff. 25, 69, 119, 153, 181, 189, 229"
,three romantic tales,,,,additional,"add. 4870. ff. 62, 69, 83 b",add. 4870.,"ff. 62, 69, 83 b",851,"additional add. 4870. ff. 62, 69, 83 b"
,three romantic tales,,,,additional,"add. 4874. ff. 98 b, 110, 138",add. 4874.,"ff. 98 b, 110, 138",852,"additional add. 4874. ff. 98 b, 110, 138"
,three romantic tales,,,,additional,"add. 4875. ff. 1, 25 b, 54 b",add. 4875.,"ff. 1, 25 b, 54 b",854,"additional add. 4875. ff. 1, 25 b, 54 b"
,saga of ajax frækni,,,,additional,add. 4884. ff. 167-178,add. 4884.,ff. 167-178,854,additional add. 4884. ff. 167-178
,merlínus spá,,,,additional,add. 6121. ff. 55-71,add. 6121.,ff. 55-71,304,additional add. 6121. ff. 55-71
