title_theme,title_index,author,theme,cycle,collection,mss,ff,page
,"Prophecy of the Lily, the Lion, and the Son of Man",,,,Harley,Harley 1008.,ff. 81,318
,Four Prophecies,,,,Cotton,Cotton Roll ii. 23,,324
,Political Prophecies,,,,Harley,Harley 559.,"ff. 1-13, 31-35, 39-48",326
,Six Fabliaux,,,,Harley,Harley 2253.,"ff. 67 b, 107 b, 110, 115 b, 118, 122 b",813
,Prophecy of Thomas of Erceldoune,,,,Harley,Harley 2253.,"ff. 127, col. 2",328
,Letter of Dindimus to Alexander the Great,,,,Harley,Harley 2488.,ff. 114-117 b,139
,Letter of Dindimus to Alexander the Great,,,,Arundel,Arundel 138.,"ff. 126, 126 b",140
,Letter of Dindimus to Alexander the Great,,,,Sloane,Sloane 3991.,ff. 95-97,140
,L'Ordène de Chevalerie,,,,Harley,Harley 4333.,ff. 115-117 b,810
,Richard Cœur-de-Lion,,,,Harley,Harley 4690.,ff. 106-115,949
,Prophecies taken from Geoffrey of Monmouth and others,,,,Harley,Harley 6148.,ff. 86-98 b,311
,Kings of Britain,,,,Lansdowne,Lansdowne 214.,ff. 85-193,251
,Abridgement of Historia Trojana,,,,Lansdowne,Lansdowne 380.,ff. 36-39 b,59
,Chanson de Roland,,,,Lansdowne,Lansdowne 388.,ff. 381-395 b,631
,Chanson d'Aspremont,,,,Lansdowne,Lansdowne 782,,600
,"Prophecies of Merlin, Gildas, and Thomas of Ercildoune",,,,Arundel,Arundel 57.,ff. 4 b-11,307
,Life of Robin Hood,,,,Sloane,Sloane 780.,ff. 46-48 b,517
,Collection of Prophecies,,,,Sloane,Sloane 2578,,333
,Five Romantic Tales,,,,Additional,Add. 4857.,"ff. 89, 97 b, 110, 134, 139 b",841
,Ívents saga,,,,Additional,Add. 4857.,ff. 113 b-133 b,393
,Ívents saga,,,,Additional,Add. 4857.,ff. 32-45 b,393
,Ívents saga,,,,Additional,Add. 4859.,ff. 32-45 b,394
,Eight Romantic Tales,,,,Additional,Add. 4859.,"ff. 10, 15, 142 b, 240, 313, 314, 344 b, 367",843
,Eight Romantic Tales,,,,Additional,Add. 4859.,"ff. 10, 15, 142 b, 240, 813, 314, 344 b, 367",843
,Eight Romantic Tales,,,,Additional,Add. 4860.,"ff. 1, 17, 29, 95, 273, 285, 293, 329",846
,Parcevals saga and Valvers þáttr,,,,Additional,Add. 4859.,ff. 46-65 b,395
,Möttuls saga,,,,Additional,Add. 4859.,ff. 75-81,405
,Partalópa saga,,,,Additional,Add. 4860.,ff. 189-206,707
,Seven Romantic Tales,,,,Additional,Add. 4863.,"ff. 25, 69, 119, 153, 181, 189, 229",847
,Three Romantic Tales,,,,Additional,Add. 4870.,"ff. 62, 69, 83 b",851
,Three Romantic Tales,,,,Additional,Add. 4874.,"ff. 98 b, 110, 138",852
,Three Romantic Tales,,,,Additional,Add. 4875.,"ff. 1, 25 b, 54 b",854
,Saga of Ajax Frækni,,,,Additional,Add. 4884.,ff. 167-178,854
,Merlínus Spá,,,,Additional,Add. 6121.,ff. 55-71,304
,Juglet,,,,Additional,"Add. 10,289.",ff. 175 b-178 b,812
,Fioccolo,,,,Additional,"Add. 10,296",,724
,Rimur of Remund,,,,Additional,"Add. 11,110.",ff. 101-144,855
,Collection of Anecdotes,,,,Additional,"Add. 11,153.",ff. 182-263,865
,Valentine and Orson and Tales,,,,Additional,"Add. 11,157.","ff. 90, 176, 188",857
,Ten Romantic Tales,,,,Additional,"Add. 11,158.","ff. 1, 24, 83, 71, 123, 201, 233, 251, 261 b, 268, 289",858
,Patient Griselda,,,,Additional,"Add. 11,163.",ff. 120 b-136 b,865
,Argenis,,,,Additional,"Add. 11,164",,866
,Merlinus Spá,,,,Additional,"Add. 11,174.",ff. 85-98,307
,Brut Gruffydd ap Arthur,,,,Additional,"Add. 14,903.",ff. 20-177,258
,Brut Gruffydd ap Arthur,,,,Additional,"Add. 19,709.",ff. 8-84,257
,Extracts from Brut y Brenhinoedd,,,,Additional,"Add. 15,003.",ff. 1-13,259
,Isarles y Ffynnawn,,,,Additional,"Add. 15,035.",ff. 57-61,393
,Brut Tyailio,,,,Additional,"Add. 15,566.",ff. 6-140,254
,Voeux du Paon and Restor du Paon,,,,Additional,"Add. 16,888",,150
,Amis and Amylion,,,,Additional,"Add. 18,922.",ff. 204-221 b,678
,May Colvin,,,,Additional,"Add. 20,094.","ff. 21-26, 30-32 b",544
,The King of Tars and the Soudan of Damas,,,,Additional,"Add. 22,283.",ff. 126-128 b,767
,Nine Romantic Tales,,,,Additional,"Add. 24,969.","ff. 25, 62, 69 b, 74, 78 b, 83, 94, 209, 270",867
,Story of Sigurgaror,,,,Additional,"Add. 24,970",,871
,Fertrams saga,,,,Additional,"Add. 24,972.",ff. 58-72 b,872
,"The Grene Knight, Turke and Gowin, The Marriage of Sir Gawaine",,,,Additional,Add. 27879.,"ff. 17 b-24 b, 101 b-105, 223 b-226 b",389
,Sir Lambewell,,,,Additional,Add. 27879.,ff. 29 b-33 b,417
,Guye and Amarant,,,,Additional,Add. 27879,ff. 110-117,499
,Three Ballads of Forest Life,,,,Additional,Add. 27879,ff. 117 b-210,523
,Guy and Phillis,,,,Additional,Add. 27879,ff. 126,500
,Robin Hood Ballad,,,,Additional,Add. 27879,ff. 129-180 b,520
,Libius Disconius,,,,Additional,Add. 27879,ff156 b-171,401
,Guy and Colebrande,,,,Additional,Add. 27879,ff172 b-176b,500
,Two Ballads relating to Adam Bell,,,,Additional,Add. 27879,ff194-201,522
,A Propecye,,,,Additional,Add. 27879 f 239 b,,327
,Robin Hood's Garland,,,,Additional,Add. 28638,,520
,Ballads of Scotland,,,,Additional,"Add. 29408, 29409",,537
,Two Charlemagne Romances,,,,Additional,Add. 31042,"ff66 b-79 b, 82-94",953
,Ipomedon and Prothesilaus,,,,Egerton,Egerton 2515,ff. 3-141,746
